Star,[Fe/H],[TiI/Fe],[CaI/Fe],[MgI/Fe],[CuI/Fe],[Al/Mg],[BaII/Fe],[ZnI/Fe],[CeII/Fe],[Mg/Ti],[Y/Ba],[Y/Zn],Teff,logg,vtur,Age,pop,log_S_N
BD-002387,0.11,0.02,-0.07,-0.26,0.03,0.27,-0.08,-0.06,-0.12,-0.28,0.03,0.009999999999999995,4610,4.22,0.44,5.348,thin,1.8808135922807914
BD-010184,-0.34,0.19,0.05,-0.01,0.05,0.33,0,-0.02,-0,-0.2,-0.15,-0.13,4657,4.18,0.37,5.787,thin,1.8512583487190752
BD-012505,-0.07,0.08,-0.07,-0.06,0.07,0.15,-0.15,-0.03,-0.12,-0.14,0.15,0.03,4503,4.13,0.24,5.202,thin,2.2695129442179165
BD-033746,-0.97,0.46,0.36,0.01,-0.05,0.29,-0.14,0.05,0.19,-0.45,0.07,-0.12000000000000001,4486,4.18,0.11,5.012,thick,1.9294189257142926
BD-050484,-0.4,0.29,0.13,0.22,0.03,0.04000000000000001,-0.11,0.02,0.28,-0.06999999999999998,-0.11,-0.24,4548,4.11,0.05,5.846,thick,1.8388490907372552
BD-050578,0.09,0.02,-0.01,-0.03,0.03,0.07,-0.06,-0.04,-0.01,-0.05,0.009999999999999995,-0.010000000000000002,5470,4.39,0.79,3.827,thin,1.845098040014257
BD-053176,0.01,0.07,-0.11,-0.08,0.05,0.2,-0.17,-0.05,-0.12,-0.15000000000000002,0.08000000000000002,-0.039999999999999994,4586,4.22,0.22,5.158,thin,2.0718820073061255
BD-053596,-0.3,0.12,0.01,-0.11,-0.08,0.33,0.03,-0.07,0.12,-0.22999999999999998,0,0.1,4499,4.25,0.23,5.226,thin,1.9867717342662448
BD-060904,-0.17,0.13,0.05,0.08,0.05,0.020000000000000004,0.04,0.13,0.18,-0.05,0,-0.09,5025,4.43,0.28,6.052,thin,1.9912260756924949
BD-063481,-0.13,0.02,-0.09,-0.07,0.06,0.12000000000000001,-0.09,-0,0.04,-0.09000000000000001,0,-0.09,4690,4.23,0.3,6.470,thin,2.2624510897304293
BD-064196,-0.04,0.02,-0.08,-0.08,-0.03,0.12,-0.04,-0.09,0.14,-0.1,0.13,0.18,4642,4.27,0.35,5.644,thin,1.9912260756924949
BD-064756,-0.2,0.07,-0.02,-0.03,0.01,0,0.01,-0.13,-0.1,-0.1,-0.05,0.09,4502,4.26,0.49,5.134,thin,2.110589710299249
BD-082534,-0.78,0.25,0.26,0.26,-0.07,-0.14,-0.06,0.11,-0.05,0.010000000000000009,-0.05,-0.22,5405,4.43,0.41,13.108,thick,2.0827853703164503
BD-082823,-0.04,0.03,-0,-0.19,0.07,0.24,-0.1,-0.08,-0.09,-0.22,0.060000000000000005,0.04,4672,4.33,0.55,5.012,thin,2.7649229846498886
BD-084501,-1.39,0.58,0.37,0.29,9.99,9.700000000000001,-0.1,0.04,9.99,-0.29,0.08,-0.06,6216,4.81,2.36,2.954,halo,2.0043213737826426
BD-090872,-0.12,0.08,0,-0.14,-0.09,0.06000000000000001,0.05,-0.23,0.15,-0.22000000000000003,-0.030000000000000002,0.25,4592,4.3,0.45,5.057,thin,1.8260748027008264
BD-091261,-0.76,0.29,0.14,-0.04,0.03,0.29,-0.09,-0.07,0.41,-0.32999999999999996,0.03,0.010000000000000009,4471,4.39,0.18,5.185,thin,2.2430380486862944
BD-092670,-0.07,0.06,-0.04,-0.05,-0.01,0.030000000000000002,0.01,0,0.05,-0.11,0,0.01,4657,4.25,0.24,6.215,thin,1.8325089127062364
BD-094191,-0.29,0.18,0.03,-0.11,-0.05,0.22,-0.03,-0.1,0.04,-0.29,0.07,0.14,4718,4.33,0,6.650,thin,1.9637878273455553
BD-112763,-0.28,0.12,-0,0.04,-0.03,0.04,0.06,-0.01,0.24,-0.07999999999999999,0,0.06999999999999999,4865,4.41,0.32,5.852,thin,2.093421685162235
BD-130321,0.08,0.03,-0.1,-0.11,0.1,0.26,-0.15,-0.04,-0.26,-0.14,0.01999999999999999,-0.09,4571,4.2,0.39,5.240,thin,2.3729120029701067
BD-131161,0.09,0.03,-0.02,0.04,0.05,0.32,-0.06,-0.03,0.05,0.010000000000000002,0.049999999999999996,0.019999999999999997,5389,4.37,0.68,5.346,thin,2.0253058652647704
BD-140184,-0.25,0.1,0.03,0.18,-0.05,0.03,0.16,-0.06,0.21,0.07999999999999999,-0.19,0.03,4627,4.29,0.29,5.289,thin,1.6334684555795864
BD-145003,-0.5,0.22,0.12,0.04,-0,0.13999999999999999,-0.07,-0.06,0.14,-0.18,-0.13999999999999999,-0.15,4531,4.18,0.32,5.029,thin,1.6989700043360187
BD-160308,-0.42,0.14,0.06,0.06,0.02,0.12,0.02,0.09,0.16,-0.08000000000000002,-0.1,-0.16999999999999998,5150,4.45,0.44,7.737,thin,2.225309281725863
BD-160931,-0.13,0.04,0.03,-0.2,-0.06,0.18000000000000002,0.03,0.08,0.16,-0.24000000000000002,0,-0.05,4773,4.31,0.48,6.727,thin,1.6720978579357175
BD-195953,-0.11,0.08,-0.02,-0.14,0.02,0.26,-0.01,-0.01,0,-0.22000000000000003,0.09,0.09,4678,4.33,0.42,5.118,thin,1.8388490907372552
BD-213153,-0.15,0.03,-0.04,0.08,-0.04,-0.06,-0,-0.15,0.26,0.05,0.08,0.22999999999999998,4491,4.18,0.5,5.334,thin,2.4727564493172123
BD+062932,-0.84,0.11,0.16,-0.01,-0.57,0,0.04,-0.03,-0,-0.12,-0.15,-0.08,5272,4.43,0.06,11.449,halo,2.0755469613925306
BD+063077,-0.36,0.49,0.03,0.05,-0.14,0.35000000000000003,-0.07,-0.03,9.99,-0.44,0.11000000000000001,0.07,6136,4.95,1.07,4.422,thick,1.5314789170422551
BD+083095,-0.77,0.29,0.35,0.28,-0.35,-0.19000000000000003,0.12,0.17,0.08,-0.009999999999999953,0.010000000000000009,-0.04000000000000001,5728,4.12,0.85,13.138,thick,2.012837224705172
CD-2310879,-0.24,0.1,0.09,0.03,-0.12,-0.14,0.1,-0.15,0.1,-0.07,-0.19,0.06,6788,4.67,1.82,0.426,thin,2.6242820958356683
CD-436810,-0.44,0.22,0.21,0.29,-0.05,-0.19999999999999998,-0.01,0.17,-0.2,0.06999999999999998,0.29000000000000004,0.11000000000000001,6011,4.41,1.09,9.728,thick,2.2329961103921536
CD-4512460,-0.86,0.31,0.31,0.13,-0.48,-0.07,0.31,0.04,0.19,-0.18,-0.10999999999999999,0.16,5960,4.42,0.75,12.410,thick,1.9084850188786497
CD-452997,-0.84,0.64,0.45,0.38,-0.12,-0.03999999999999998,-0.04,0.24,9.99,-0.26,0.15,-0.13,5312,4.39,0.24,---,thick,1.968482948553935
CD-571633,-0.85,0.1,0.13,0.05,-0.69,0.8099999999999999,-0.04,-0.19,-0.09,-0.05,-0.24000000000000002,-0.09000000000000002,5975,4.46,1.14,11.629,halo,2.305351369446624
HD10002,0.17,0.11,-0,0.01,0.16,0.1,-0.13,0,0.18,-0.1,-0.010000000000000009,-0.14,5313,4.4,0.82,5.493,thin,2.155336037465062
HD100289,0.03,0.06,-0,0.01,0.09,0.060000000000000005,-0.08,-0.04,0,-0.049999999999999996,0.06,0.02,5483,4.42,0.7,6.004,thin,2.184691430817599
HD100508,0.39,0.06,-0.07,-0.03,0.26,0.12,-0.18,0.01,0.07,-0.09,0.16,-0.03,5449,4.42,0.86,3.902,thin,2.847572659142112
HD100777,0.25,0.03,-0.03,0.04,0.16,0.04,-0.14,0.04,-0.03,0.010000000000000002,0.11000000000000001,-0.07,5536,4.33,0.81,5.739,thin,2.552668216112193
HD101339,-0.1,0.02,0.03,0.02,-0.05,-0.02,0.05,-0.03,0.03,0,-0.04,0.04,5731,4.48,0.88,5.043,thin,2.285557309007774
HD101367,0.29,0.03,-0.03,-0.02,0.18,0.1,-0.15,0.07,-0.04,-0.05,0.03,-0.19,5615,4.38,0.91,5.183,thin,1.9242792860618816
HD101581,-0.51,0.22,0.09,0.04,0.01,0.12,-0,-0.06,0.1,-0.18,-0.06,0,4615,4.4,0.11,5.465,thin,2.6570558528571038
HD101612,-0.36,0.06,0.09,-0.02,-0.16,-0.15000000000000002,0.17,-0.09,-0.04,-0.08,-0.26,0,6281,4.41,1.17,4.694,thin,2.0453229787866576
HD101644,-0.56,0.07,0.09,0.08,-0.05,-0.07,0.14,-0.01,0.05,0.009999999999999995,-0.14,0.01,5678,4.58,0.72,9.429,thin,2.27415784926368
HD10166,-0.39,0.15,0.07,0.12,-0.04,-0.009999999999999995,0.07,-0.03,0.12,-0.03,-0.12000000000000001,-0.020000000000000004,5221,4.48,0.74,6.400,thin,2.0718820073061255
HD10180,0.08,0.02,0.02,0.04,0.03,-0.010000000000000002,-0.08,0.01,-0.09,0.02,0.009999999999999995,-0.08,5911,4.39,1.11,4.164,thin,3.2245330626060857
HD101930,0.16,0.06,-0.05,0.01,0.08,0.060000000000000005,-0.06,-0.03,0.08,-0.049999999999999996,0.039999999999999994,0.009999999999999998,5083,4.35,0.58,6.325,thin,2.873320601815399
HD102117,0.28,0.03,-0.01,0.03,0.12,0.04000000000000001,-0.09,0,0,0,0.039999999999999994,-0.05,5657,4.31,0.99,6.713,thin,2.958085848521085
HD102136,-0.09,0.06,0.04,-0.04,-0.02,0.03,0.1,-0.05,0.13,-0.1,-0.010000000000000009,0.14,5349,4.43,0.75,5.689,thin,1.954242509439325
HD102200,-1.1,0.26,0.29,0.19,-0.52,9.8,-0.09,-0.04,0.09,-0.07,-0.04000000000000001,-0.09,6185,4.59,1.52,10.896,thick,2.399673721481038
HD102300,-0.31,0.07,0.1,0.1,-0.04,-0.1,-0.01,0.01,-0.12,0.03,-0.12000000000000001,-0.14,5987,4.23,1.14,8.323,thin,2.0492180226701815
HD102365,-0.29,0.14,0.13,0.07,0,0.06,-0.1,0.09,-0.02,-0.07,-0.03,-0.22,5629,4.44,0.91,10.474,thin,3.305566313515304
HD102438,-0.29,0.1,0.1,0.1,0.01,0.009999999999999995,-0.07,0.07,-0.04,0,-0.04999999999999999,-0.19,5560,4.41,0.84,9.935,thin,3.1166077439882485
HD102843,0.16,0.08,0.03,0.04,0.09,0.07,-0.05,-0.02,0.09,-0.04,-0.09000000000000001,-0.12000000000000001,5432,4.35,0.79,5.213,thin,1.9822712330395684
HD103197,0.22,0.07,-0.08,0.01,0.16,0.019999999999999997,-0.16,-0.05,0.09,-0.060000000000000005,0.06,-0.05,5250,4.45,0.84,4.872,thin,2.550228353055094
HD103720,-0.01,0.03,-0.03,-0.12,-0.01,0.13,0.07,-0.06,0.1,-0.15,-0.030000000000000006,0.1,4949,4.38,0.7,5.951,thin,2.3560258571931225
HD103891,-0.19,0.06,0.08,0.05,-0.05,-0.07,0.05,-0.04,0.03,-0.009999999999999995,-0.030000000000000002,0.06,6072,4.05,1.5,3.679,thin,2.6334684555795866
HD103949,-0.07,0.09,-0.13,-0.01,0.09,0.06999999999999999,-0.07,-0.07,0.05,-0.09999999999999999,0.04000000000000001,0.04000000000000001,4774,4.49,0.43,5.718,thin,2.429752280002408
HD104006,-0.78,0.43,0.28,0.26,0.04,0.09999999999999998,-0.06,0.16,0.07,-0.16999999999999998,0.11,-0.11,5046,4.58,0.28,9.802,thick,2.4216039268698313
HD104067,-0.04,0.09,0.04,0.01,0.05,0.04,-0.02,-0.04,0.06,-0.08,-0.009999999999999998,0.010000000000000002,4888,4.35,0.66,5.525,thin,3.1332194567324945
HD104263,0.02,0.1,0.02,0.09,0.07,0.04000000000000001,-0.07,0.07,0.06,-0.010000000000000009,-0.03,-0.17,5477,4.34,0.81,9.192,high,2.8898617212581885
HD104760A,0.12,-0.02,0.01,0.01,0,0.01,-0.02,-0.02,-0.12,0.03,-0.009999999999999998,-0.009999999999999998,5953,4.43,1.02,1.987,thin,2.0863598306747484
HD104800,-0.79,0.27,0.29,0.34,-0.17,-0.10000000000000003,0.02,0.14,-0.03,0.07,0.030000000000000002,-0.09000000000000001,5697,4.47,0.87,13.178,thick,2.3710678622717363
HD104982,-0.19,0.05,0.04,0.07,-0.02,-0.010000000000000009,-0.05,0.01,-0,0.020000000000000004,-0.039999999999999994,-0.09999999999999999,5692,4.44,0.91,8.023,thin,2.611723308007342
HD105004,-0.81,0.07,0.14,0.15,-0.31,-0.2,0.01,0.01,-0.05,0.07999999999999999,-0.17,-0.17,5756,4.33,0.8,13.112,halo,2.1398790864012365
HD105671,0.09,-0.03,-0.14,-0.06,0.04,0.09,-0.1,-0.06,-0,-0.03,0.11,0.06999999999999999,4571,4.41,0.23,5.233,thin,2.230448921378274
HD105779,-0.25,0.04,0.06,0.05,-0.05,-0.020000000000000004,0.05,0.01,-0,0.010000000000000002,-0.1,-0.060000000000000005,5792,4.51,0.91,6.182,thin,2.311753861055754
HD105837,-0.51,0.07,0.08,0.1,-0.04,-0.12000000000000001,-0.06,-0.01,-0.08,0.03,-0.11000000000000001,-0.16,5907,4.54,1.14,10.245,thin,2.595496221825574
HD105938,0.03,0.07,0.03,0.01,-0.06,0.01,-0,-0.13,-0.05,-0.060000000000000005,-0.01,0.12000000000000001,6208,4.27,1.6,3.186,thin,2.3324384599156054
HD106116,0.14,0.02,-0.01,0.02,0.04,0.02,-0.08,-0,-0.03,0,0.020000000000000004,-0.06,5680,4.39,0.91,5.580,thin,2.967547976218862
HD106275,-0.13,0.08,0,-0.03,0.1,0.13,-0.07,0.08,-0.06,-0.11,0,-0.15000000000000002,4978,4.33,0.59,7.185,thin,2.413299764081252
HD106290,0.13,-0.01,0.03,-0.08,-0.01,0.1,-0.07,-0.04,-0.18,-0.07,0.030000000000000006,0,6012,4.55,1.03,1.139,thin,1.8388490907372552
HD10647,0,-0.01,0.04,-0.05,-0.13,-0.08,0.15,-0.14,0.05,-0.04,-0.09,0.2,6218,4.62,1.22,0.790,thin,3.097604328874411
HD106589,-0.23,0.05,0.06,0.06,-0.02,0.09,0.03,0.1,-0.09,0.009999999999999995,-0.1,-0.17,5597,4.37,0.67,11.014,thin,2.0086001717619175
HD10700,-0.52,0.26,0.15,0.22,0.06,0.01999999999999999,-0.07,0.17,0.09,-0.04000000000000001,-0.009999999999999995,-0.25,5310,4.44,0.55,11.493,thick,3.308350948586726
HD107094,-0.51,0.1,0.08,0.05,-0.05,0.009999999999999995,0.1,0.02,0.09,-0.05,-0.12000000000000001,-0.04,5562,4.54,0.74,8.567,thin,2.4578818967339924
HD107148,0.31,0.01,-0.01,-0.02,0.1,0.05,-0.1,-0.01,-0.12,-0.03,0.04000000000000001,-0.049999999999999996,5805,4.4,0.93,2.268,thin,2.041392685158225
HD108063,0.55,-0.02,-0.07,0.01,0.11,0.03,-0.2,0.04,-0.12,0.03,0.11000000000000001,-0.13,6081,4.11,1.54,1.856,thin,2.3443922736851106
HD108147,0.18,-0,0.02,-0.07,-0.09,-0.21999999999999997,0.02,-0.13,-0.08,-0.07,-0.04,0.11,6260,4.47,1.3,0.664,thin,2.9618954736678504
HD108309,0.12,0.01,0,0.03,0.05,0.010000000000000002,-0.08,0.03,-0.06,0.019999999999999997,-0.039999999999999994,-0.15,5775,4.23,1.08,7.489,thin,2.843855422623161
HD108341,0.02,0.04,-0.04,-0.03,0.08,0.08,-0.03,0.02,0.03,-0.07,-0.010000000000000002,-0.06,5024,4.27,0.42,5.327,thin,2.0453229787866576
HD108564,-1.04,0.38,0.22,0.22,-0,0.09,-0.14,0.09,-0.01,-0.16,0.13,-0.09999999999999999,4675,4.61,0.28,6.084,thick,2.3909351071033793
HD108768,0.14,0.01,0.01,-0.04,-0,0.03,-0.05,0.01,-0.03,-0.05,0.05,-0.01,5633,4.45,0.86,2.324,thin,2.1367205671564067
HD10895,-0.27,0.05,0.09,0.02,-0.14,-0.15,0.17,-0.05,0.12,-0.030000000000000002,-0.14,0.08,5685,4.52,0.78,4.153,thin,2.143014800254095
HD109098,0.06,0.02,-0,0.04,0.05,0,-0.05,-0,-0.06,0.02,-0.020000000000000004,-0.07,5888,4.14,1.24,5.494,thin,2.220108088040055
HD109200,-0.35,0.14,0.11,0.11,0.01,0.05,-0.08,0.08,0.05,-0.030000000000000013,-0.05,-0.21000000000000002,5056,4.37,0.56,8.636,thin,2.9849771264154934
HD109271,0.1,0.01,0.02,0.01,-0.06,0.019999999999999997,-0.03,-0.07,-0.05,0,-0.09,-0.04999999999999999,5783,4.28,0.97,7.197,thin,2.530199698203082
HD109310,-0.51,0.08,0.08,0.14,-0.01,-0.1,-0.08,-0.02,-0.08,0.06000000000000001,-0.09000000000000001,-0.15000000000000002,5922,4.55,1.15,10.105,thin,2.637489729512511
HD109368,-0.16,0.08,-0.01,0.05,-0.06,-0.030000000000000002,-0.01,-0.15,0,-0.03,0.08,0.22,4572,4.32,0.28,5.130,thin,1.9084850188786497
HD109409,0.33,-0.01,-0.05,-0.04,0.14,0.06,-0.14,-0,-0.12,-0.03,0.06000000000000001,-0.08,5886,4.16,1.24,3.687,thin,2.775974331129369
HD109423,-0.06,0.11,0.06,-0.02,-0.06,0.04,0.11,0.07,0.12,-0.13,0.039999999999999994,0.07999999999999999,5040,4.39,0.63,5.323,thin,2.0043213737826426
HD109684,-0.34,0.08,0.1,0.02,0,-0.07,-0.04,0,-0.04,-0.06,-0.12,-0.16,5992,4.38,1.22,9.041,thin,2.3783979009481375
HD109723,-0.04,0.02,0.04,-0.04,-0.15,-0.04,0.2,-0.13,0.14,-0.06,-0.08000000000000002,0.25,5647,4.47,0.88,2.582,thin,1.8129133566428555
HD109988,0.13,0.05,-0.03,0.02,0.14,0.09,-0.12,0.06,0.05,-0.030000000000000002,0.07999999999999999,-0.1,5100,4.31,0.6,7.403,thin,2.342422680822206
HD110291,-0.02,0.04,0.05,0,-0,0.05,-0.03,-0.01,0.03,-0.04,-0.020000000000000004,-0.04,5480,4.38,0.69,8.236,thin,1.9395192526186185
HD110557,-0.06,0.07,0.01,0.01,0.04,0.060000000000000005,-0.13,0,0.01,-0.060000000000000005,0.020000000000000004,-0.11,5267,4.36,0.71,7.594,thin,2.164352855784437
HD110619,-0.41,0.11,0.08,0.11,-0.01,-0.020000000000000004,0.02,0.07,-0.01,0,-0.11,-0.16,5613,4.51,0.83,8.925,thin,2.571708831808688
HD110668,0.17,-0.01,0.02,-0.01,0.04,0.060000000000000005,-0.09,-0.01,-0.12,0,0.06999999999999999,-0.01,5850,4.45,0.98,2.954,thin,2.0253058652647704
HD111031,0.27,0.02,-0.04,-0.01,0.1,0.05,-0.11,0.01,-0.05,-0.03,0.07,-0.05,5801,4.39,1.05,4.075,thin,2.9943171526696366
HD111232,-0.43,0.29,0.19,0.26,0.08,0.04999999999999999,-0.1,0.2,-0.05,-0.02999999999999997,0.04000000000000001,-0.26,5460,4.43,0.62,12.349,thick,2.7701152947871015
HD111515,-0.61,0.24,0.17,0.19,0.01,0.06,-0.09,0.13,-0.05,-0.04999999999999999,-0.010000000000000009,-0.23,5398,4.47,0.71,12.256,thick,2.4313637641589874
HD111564,0.07,-0.02,0,0.02,-0.01,-0.04,-0.05,-0.03,-0.06,0.04,0.010000000000000002,-0.010000000000000002,6004,4.37,1.13,3.055,thin,2.4756711883244296
HD111777,-0.68,0.25,0.23,0.3,-0.08,-0.07999999999999999,-0.06,0.15,-0.08,0.04999999999999999,-0.03,-0.24,5666,4.46,0.82,12.922,thick,2.4899584794248346
HD112100,-0.18,0.11,0.04,0.08,0.05,0.009999999999999995,-0.02,-0.02,0.29,-0.03,-0.02,-0.02,5001,4.34,0.37,6.578,thin,2.0681858617461617
HD11226,0.04,-0.02,0.02,0.02,-0.01,-0.05,-0.07,-0.01,-0.11,0.04,0.010000000000000009,-0.049999999999999996,6098,4.35,1.28,4.114,thin,2.8273692730538253
HD112283,-0.13,0.07,0.05,-0.09,-0.08,-0.24000000000000002,0.04,-0.19,0.18,-0.16,-0.07,0.16,6433,4.84,1.86,1.065,thin,2.060697840353612
HD112540,-0.17,0.07,0.09,0.01,-0.05,0.04,0.11,0.02,0.11,-0.060000000000000005,-0.05,0.039999999999999994,5523,4.52,0.74,5.200,thin,2.2430380486862944
HD113101,-0.07,0.15,0.04,0.16,0.11,0.010000000000000009,-0.03,0.05,0.05,0.010000000000000009,-0.04000000000000001,-0.12000000000000001,5456,4.37,0.66,10.636,high,2.0211892990699383
HD113513,0.17,0.06,-0,-0.17,-0.12,0.31000000000000005,0.15,-0.12,0.12,-0.23,-0.009999999999999981,0.26,5751,4.54,0.94,1.179,thin,1.4471580313422192
HD113569,-0.25,0.1,-0.01,-0,0.02,0.08,-0,-0.05,0.09,-0.1,-0.01,0.04,4918,4.39,0.48,6.357,thin,2.2600713879850747
HD113679,-0.61,0.31,0.29,0.3,-0.08,-0.06999999999999998,-0.05,0.15,-0.14,-0.010000000000000009,0.09,-0.10999999999999999,5768,4.26,1.08,13.016,halo,2.2833012287035497
HD11397,-0.54,0.25,0.15,0.23,0.02,0.01999999999999999,0.6,0.13,0.76,-0.01999999999999999,0.12,0.59,5564,4.46,0.75,11.587,thick,2.709269960975831
HD114076,-0.47,0.16,0.12,0.1,0,0.06,-0.05,-0.01,-0.01,-0.06,-0.06,-0.1,5066,4.34,0.41,10.536,thin,1.954242509439325
HD114386,-0.09,0.11,-0.06,0.04,0.09,0.060000000000000005,-0.05,-0.03,-0.01,-0.07,0.020000000000000004,0,4774,4.37,0.01,6.412,thin,2.484299839346786
HD114561,-0.07,0.02,-0.01,-0.01,-0.04,-0.01,-0.01,-0.01,0.02,-0.03,-0.019999999999999997,-0.019999999999999997,5829,4.5,0.88,3.808,thin,2.113943352306837
HD114613,0.19,0,0,0,0.08,0.04,-0.09,0.02,-0.08,0,0.06999999999999999,-0.04,5729,3.97,1.18,4.450,thin,3.302114376956201
HD114729,-0.28,0.13,0.11,0.15,-0.05,-0.06,-0.05,0.01,-0.04,0.01999999999999999,-0.06999999999999999,-0.13,5844,4.19,1.23,9.048,thin,2.989894563718773
HD114747,0.21,0.05,-0.09,0.08,0.21,0.039999999999999994,-0.2,0.03,0.05,0.03,0.09000000000000001,-0.14,5086,4.4,0.87,5.870,high,2.8356905714924254
HD114783,0.03,0.08,-0.03,0.08,0.14,0,-0.13,-0.02,0.07,0,0.04000000000000001,-0.06999999999999999,5060,4.37,0.76,6.005,high,2.924795995797912
HD114853,-0.23,0.07,0.07,0.09,-0.06,-0.01999999999999999,-0.04,-0,-0.01,0.01999999999999999,-0.07999999999999999,-0.12,5705,4.44,0.92,9.303,thin,3.0507663112330423
HD11505,-0.22,0.18,0.11,0.18,0.03,0.020000000000000018,-0.09,0.15,-0.07,0,-0.04000000000000001,-0.28,5752,4.38,0.99,11.587,thick,2.6646419755561257
HD115341,-0.01,0.01,0.08,-0.03,-0.01,-0.04000000000000001,0.04,-0.08,0.02,-0.04,-0.010000000000000002,0.11,6058,4.55,1.1,1.583,thin,1.9912260756924949
HD115499,0.07,0.01,0.12,-0.05,-0.12,0,0.13,-0.04,0.16,-0.060000000000000005,-0.1,0.07,5542,4.45,0.95,3.123,thin,1.6720978579357175
HD115585,0.35,0,-0.09,0.05,0.16,0,-0.18,0.01,0.02,0.05,0.12,-0.06999999999999999,5711,4.27,1.14,5.425,thin,2.530199698203082
HD115617,-0.02,0.07,0.09,0.06,0.01,0.03,-0.05,0,-0.05,-0.010000000000000009,-0.03,-0.08,5558,4.36,0.81,7.309,thin,3.3010299956639813
HD115674,-0.17,0.02,0.02,-0.03,-0.07,0.03,0.05,0,0.05,-0.05,-0.060000000000000005,-0.01,5649,4.48,0.85,4.950,thin,2.3961993470957363
HD115773,-0.08,0.06,0.08,0.04,-0.09,-0.13,0.09,-0.13,-0.03,-0.019999999999999997,-0.06999999999999999,0.15,6312,4.23,1.57,2.961,thin,2.374748346010104
HD115902,-0.01,0.02,0.02,0.03,-0.02,0.010000000000000002,0.01,-0.02,-0.05,0.009999999999999998,-0.02,0.01,5705,4.39,0.86,7.159,thin,1.9912260756924949
HD11608,0.24,0.04,-0.12,-0.1,0.22,0.25,-0.05,0.05,0.22,-0.14,0.030000000000000002,-0.07,4788,4.15,0.06,8.334,thin,1.9867717342662448
HD116259,0.11,0.08,0.01,0.13,0.09,0,-0.07,0.05,-0.06,0.05,-0.01999999999999999,-0.14,5700,4.21,0.99,8.742,high,2.2405492482826
HD116284,-0.01,0.07,0.04,0.03,0.09,0.08,-0.07,0.03,0.08,-0.04000000000000001,0.04000000000000001,-0.06,5213,3.87,0.83,7.698,thin,2.1492191126553797
HD116410,0.23,-0.02,0.02,-0.03,-0.01,0,-0.11,-0.07,-0.12,-0.009999999999999998,0.06,0.020000000000000004,5939,4.43,1.07,1.234,thin,2.184691430817599
HD11683,-0.27,0.17,0.09,0.04,0.04,0.13999999999999999,-0.03,0.06,0.16,-0.13,-0.1,-0.19,4957,4.35,0.71,6.967,thin,1.7781512503836436
HD116858,-0.22,0.11,0.03,-0.03,0.01,0.1,0.01,-0.08,0.12,-0.14,0,0.09,4913,4.45,0.54,5.990,thin,2.45178643552429
HD116883,-0.22,0.13,0.04,-0.04,0.02,0.08,0.09,-0.06,0.18,-0.17,-0.039999999999999994,0.11,4904,4.4,0.65,5.553,thin,2.123851640967086
HD116920,-0.25,0.09,0.03,-0,0.02,0.1,0.03,-0.04,0.1,-0.09,-0.009999999999999998,0.06,4928,4.37,0.48,6.241,thin,2.3729120029701067
HD1171,-0.53,0.14,0.11,0.12,-0.01,-0.04999999999999999,-0.05,0.12,-0.03,-0.020000000000000018,-0.15999999999999998,-0.32999999999999996,5293,4.47,0.48,9.042,thin,1.7708520116421442
HD117105,-0.29,0.1,0.12,0.14,-0.04,-0.06000000000000001,-0.05,0.01,-0.03,0.04000000000000001,-0.11,-0.17,5889,4.41,1.13,10.079,thin,2.6693168805661123
HD117207,0.22,-0,-0.05,0.01,0.07,0.019999999999999997,-0.1,0,-0.04,0.01,0.03,-0.07,5667,4.32,1.01,5.105,thin,2.401400540781544
HD117359,-0.13,0.09,0.03,0.04,0.05,0.030000000000000006,-0.06,0.04,0.14,-0.049999999999999996,-0.03,-0.13,5246,4.43,0.68,7.041,thin,2.113943352306837
HD117618,0.03,-0.01,0.04,0.02,-0,-0.03,-0.04,-0.01,-0.09,0.03,0.010000000000000002,-0.019999999999999997,5990,4.41,1.13,3.905,thin,2.787460474518415
HD117938,-0.13,0.06,0.01,-0.18,-0.04,0.19,0.08,0.05,0.05,-0.24,-0.07,-0.04,4653,4.2,0.21,6.685,thin,1.8325089127062364
HD118466,0.2,0.05,-0.07,-0.07,0.1,0.14,-0.05,-0.03,-0.13,-0.12000000000000001,-0.020000000000000004,-0.04000000000000001,4938,4.16,0.17,8.471,thin,1.792391689498254
HD118563,-0.04,0.06,0.11,-0.02,-0.04,0.06,0.15,-0.03,0.17,-0.08,-0.06,0.12,5477,4.45,0.68,4.297,thin,2.0492180226701815
HD119173,-0.62,0.05,0.13,0.15,-0.21,-0.25,0.06,0.04,-0.08,0.09999999999999999,-0.24,-0.22,5779,4.26,0.52,12.098,thin,2.0253058652647704
HD11938,0.08,0.01,-0.08,-0.1,0.05,0.16,-0.12,-0,-0.16,-0.11,0.07999999999999999,-0.04,4547,4.08,0.22,5.530,thin,2.3820170425748683
HD119503,-0.02,0.04,-0.03,-0.13,-0.01,0.15,0.07,-0.06,0.01,-0.17,-0.030000000000000006,0.1,4810,4.32,0.53,5.713,thin,2.0718820073061255
HD119629,-0.17,0.1,0.08,-0.09,-0.05,0.009999999999999995,0.01,-0.13,0.01,-0.19,-0.04,0.1,6250,4.17,1.73,3.205,thin,2.294466226161593
HD119638,-0.15,0.02,0.05,0.01,-0.06,-0.05,0.02,-0.04,-0.02,-0.01,-0.07,-0.010000000000000002,6069,4.42,1.22,4.881,thin,3.0655797147284485
